schedule_id,customer_id,vehicle_id,driver_id,scheduled_date,scheduled_time,delivery_window_start,delivery_window_end,priority_level,delivery_type,estimated_duration_hours,special_requirements,status,created_at
SCH56725,CUST7695,ALD5768,DRV5864,2025-01-07T07:47:10,07:47,16:00,20:00,High,Bulk,11.46,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.658035
SCH77159,CUST6632,ALD6930,DRV7169,2025-04-02T03:21:04,03:21,12:00,16:00,Medium,Emergency,0.99,['Hazardous Materials'],In Progress,2025-10-04T23:50:00.658160
SCH40855,CUST9326,ALD6619,DRV8361,2025-04-05T15:50:52,15:50,16:00,20:00,High,Emergency,0.64,['Standard Delivery'],In Progress,2025-10-04T23:50:00.658279
SCH35863,CUST2588,ALD7051,DRV7066,2025-03-17T13:06:19,13:06,12:00,16:00,Medium,Scheduled,2.88,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.658352
SCH55930,CUST2532,ALD8919,DRV9106,2025-01-29T11:14:08,11:14,20:00,24:00,Low,Express,2.38,['Express Delivery'],Scheduled,2025-10-04T23:50:00.658421
SCH11922,CUST7132,ALD6588,DRV2451,2025-01-06T17:42:02,17:42,08:00,12:00,Medium,Standard,5.21,['Standard Delivery'],Completed,2025-10-04T23:50:00.658488
SCH75641,CUST7081,ALD9226,DRV7902,2025-03-30T04:55:37,04:55,16:00,20:00,Medium,Standard,3.68,['Hazardous Materials'],Cancelled,2025-10-04T23:50:00.658565
SCH79105,CUST3225,ALD5343,DRV3455,2025-06-16T12:32:10,12:32,08:00,12:00,Low,Standard,3.45,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.658811
SCH30637,CUST5207,ALD9023,DRV4094,2025-05-25T22:13:04,22:13,20:00,24:00,Medium,Standard,4.81,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.663688
SCH78848,CUST1797,ALD6914,DRV4909,2025-01-14T17:44:10,17:44,20:00,24:00,Medium,Emergency,1.12,['Standard Delivery'],Completed,2025-10-04T23:50:00.664010
SCH18712,CUST9406,ALD4883,DRV5705,2025-05-26T13:51:40,13:51,20:00,24:00,Medium,Scheduled,3.31,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.664220
SCH32964,CUST6554,ALD9124,DRV4273,2025-01-24T00:39:20,00:39,08:00,12:00,High,Express,3.72,['Express Delivery'],Cancelled,2025-10-04T23:50:00.664381
SCH76749,CUST3423,ALD1980,DRV8930,2025-03-10T01:18:18,01:18,08:00,12:00,High,Express,3.69,['Express Delivery'],Scheduled,2025-10-04T23:50:00.664542
SCH67756,CUST1847,ALD5157,DRV1180,2025-01-09T12:29:48,12:29,12:00,16:00,High,Scheduled,7.38,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.664686
SCH92689,CUST6417,ALD7852,DRV7523,2025-03-23T01:57:45,01:57,16:00,20:00,High,Emergency,1.58,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.664842
SCH42290,CUST8012,ALD4402,DRV8633,2025-01-13T17:32:21,17:32,16:00,20:00,Medium,Refrigerated,7.78,['Temperature Control'],Completed,2025-10-04T23:50:00.664985
SCH74769,CUST7139,ALD6341,DRV4286,2025-04-16T14:22:12,14:22,12:00,16:00,Medium,Emergency,0.56,['Standard Delivery'],In Progress,2025-10-04T23:50:00.665134
SCH35949,CUST9271,ALD9191,DRV2584,2025-06-22T02:01:56,02:01,20:00,24:00,Low,Scheduled,3.25,['Standard Delivery'],Completed,2025-10-04T23:50:00.665285
SCH21784,CUST3229,ALD3244,DRV8757,2025-05-03T05:06:37,05:06,12:00,16:00,Low,Refrigerated,2.59,['Temperature Control'],Scheduled,2025-10-04T23:50:00.665448
SCH92764,CUST3717,ALD8386,DRV6058,2025-01-17T00:47:27,00:47,16:00,20:00,Medium,Scheduled,3.18,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.665628
SCH14818,CUST9671,ALD3049,DRV2673,2025-05-19T18:00:38,18:00,12:00,16:00,Low,Refrigerated,6.14,"['Temperature Control', 'Hazardous Materials']",Scheduled,2025-10-04T23:50:00.666427
SCH80161,CUST6968,ALD3952,DRV3622,2025-04-27T01:50:21,01:50,12:00,16:00,Medium,Emergency,1.44,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.666579
SCH56866,CUST3804,ALD8815,DRV2511,2025-01-31T03:23:35,03:23,20:00,24:00,Medium,Refrigerated,2.19,['Temperature Control'],Scheduled,2025-10-04T23:50:00.666675
SCH19049,CUST1466,ALD7390,DRV3595,2025-06-22T12:09:28,12:09,20:00,24:00,Low,Refrigerated,6.27,['Temperature Control'],Cancelled,2025-10-04T23:50:00.666757
SCH20435,CUST6505,ALD7136,DRV5332,2025-01-06T05:32:40,05:32,08:00,12:00,Medium,Bulk,11.14,['Standard Delivery'],Completed,2025-10-04T23:50:00.666835
SCH55865,CUST2187,ALD5619,DRV2632,2025-02-08T12:39:53,12:39,08:00,12:00,High,Scheduled,3.69,['Fragile Handling'],Scheduled,2025-10-04T23:50:00.666931
SCH54278,CUST8692,ALD4994,DRV2670,2025-04-18T21:54:53,21:54,20:00,24:00,Medium,Express,3.51,['Express Delivery'],Cancelled,2025-10-04T23:50:00.667022
SCH14184,CUST7522,ALD2459,DRV1002,2025-02-12T12:21:25,12:21,08:00,12:00,Medium,Bulk,10.52,"['Hazardous Materials', 'Fragile Handling']",Scheduled,2025-10-04T23:50:00.667123
SCH92888,CUST2396,ALD7937,DRV2341,2025-02-14T01:01:18,01:01,08:00,12:00,Medium,Bulk,11.05,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.667228
SCH93177,CUST1067,ALD6766,DRV3508,2025-06-29T20:17:59,20:17,20:00,24:00,Medium,Bulk,4.84,['Fragile Handling'],In Progress,2025-10-04T23:50:00.667422
SCH57780,CUST2134,ALD8557,DRV8713,2025-03-05T04:50:19,04:50,08:00,12:00,Low,Scheduled,7.22,['Standard Delivery'],Completed,2025-10-04T23:50:00.667581
SCH66370,CUST3917,ALD7220,DRV7982,2025-01-07T09:20:05,09:20,08:00,12:00,Low,Standard,5.91,['Standard Delivery'],In Progress,2025-10-04T23:50:00.667685
SCH32401,CUST1806,ALD1209,DRV8534,2025-05-28T02:11:36,02:11,16:00,20:00,Medium,Express,2.45,['Express Delivery'],In Progress,2025-10-04T23:50:00.667807
SCH37274,CUST7351,ALD3605,DRV6795,2025-03-02T11:13:32,11:13,16:00,20:00,Medium,Express,1.02,['Express Delivery'],Scheduled,2025-10-04T23:50:00.668000
SCH14509,CUST8073,ALD4065,DRV2312,2025-03-30T21:25:38,21:25,12:00,16:00,Medium,Bulk,6.31,['Hazardous Materials'],Cancelled,2025-10-04T23:50:00.668202
SCH18055,CUST4582,ALD4441,DRV8841,2025-01-12T12:00:05,12:00,12:00,16:00,High,Emergency,1.37,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.668359
SCH75845,CUST4488,ALD5693,DRV4471,2025-05-13T14:19:00,14:19,12:00,16:00,Medium,Scheduled,2.66,['Standard Delivery'],Completed,2025-10-04T23:50:00.668500
SCH98058,CUST4631,ALD5795,DRV7710,2025-06-03T18:54:06,18:54,08:00,12:00,Low,Express,2.08,"['Hazardous Materials', 'Express Delivery']",Completed,2025-10-04T23:50:00.668621
SCH80472,CUST2860,ALD7560,DRV9221,2025-04-12T22:09:12,22:09,16:00,20:00,High,Express,2.25,['Express Delivery'],Scheduled,2025-10-04T23:50:00.668750
SCH94529,CUST7317,ALD3940,DRV3611,2025-03-04T01:14:48,01:14,20:00,24:00,Medium,Emergency,0.76,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.668866
SCH93504,CUST2289,ALD2261,DRV5815,2025-04-30T04:17:59,04:17,20:00,24:00,Low,Express,1.79,['Express Delivery'],In Progress,2025-10-04T23:50:00.668991
SCH24891,CUST8249,ALD1447,DRV6427,2025-06-22T02:13:46,02:13,16:00,20:00,High,Standard,4.22,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.669107
SCH46073,CUST7940,ALD8080,DRV3029,2025-05-25T10:54:28,10:54,20:00,24:00,High,Bulk,9.12,['Standard Delivery'],Completed,2025-10-04T23:50:00.669209
SCH15221,CUST7878,ALD3256,DRV7253,2025-05-14T15:30:01,15:30,12:00,16:00,Low,Refrigerated,2.02,"['Temperature Control', 'Fragile Handling']",Scheduled,2025-10-04T23:50:00.669325
SCH97260,CUST7362,ALD2073,DRV4051,2025-06-05T04:59:21,04:59,16:00,20:00,Medium,Express,1.29,['Express Delivery'],In Progress,2025-10-04T23:50:00.669403
SCH52717,CUST9820,ALD8511,DRV8448,2025-01-04T01:43:02,01:43,08:00,12:00,Medium,Scheduled,5.59,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.669488
SCH67912,CUST2722,ALD9572,DRV8776,2025-05-03T04:23:36,04:23,16:00,20:00,Low,Emergency,0.91,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.669559
SCH91023,CUST8405,ALD9541,DRV2097,2025-05-31T20:12:02,20:12,20:00,24:00,Medium,Standard,5.78,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.669626
SCH37235,CUST1069,ALD1365,DRV4539,2025-02-18T14:33:20,14:33,20:00,24:00,High,Bulk,4.96,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.669693
SCH50341,CUST5718,ALD2679,DRV3392,2025-03-20T12:16:31,12:16,08:00,12:00,High,Express,2.23,"['Hazardous Materials', 'Express Delivery']",Scheduled,2025-10-04T23:50:00.669758
SCH82310,CUST9421,ALD5963,DRV2984,2025-06-27T22:25:22,22:25,20:00,24:00,High,Scheduled,6.41,['Fragile Handling'],Scheduled,2025-10-04T23:50:00.669823
SCH31294,CUST9940,ALD7187,DRV5525,2025-05-14T04:49:30,04:49,16:00,20:00,Medium,Emergency,1.62,['Hazardous Materials'],Scheduled,2025-10-04T23:50:00.669889
SCH71993,CUST9156,ALD3667,DRV8722,2025-03-18T00:25:00,00:25,20:00,24:00,Medium,Emergency,0.88,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.669955
SCH24208,CUST8864,ALD1115,DRV4635,2025-04-27T10:51:39,10:51,16:00,20:00,Medium,Express,2.76,['Express Delivery'],Scheduled,2025-10-04T23:50:00.670020
SCH33861,CUST2161,ALD7646,DRV2522,2025-03-20T12:52:07,12:52,16:00,20:00,Medium,Standard,5.29,['Standard Delivery'],Completed,2025-10-04T23:50:00.670084
SCH28360,CUST6571,ALD1518,DRV3905,2025-05-05T15:53:00,15:53,20:00,24:00,Medium,Refrigerated,4.91,['Temperature Control'],Scheduled,2025-10-04T23:50:00.670149
SCH62515,CUST7834,ALD8233,DRV1968,2025-05-02T23:46:40,23:46,08:00,12:00,Medium,Refrigerated,5.01,['Temperature Control'],Cancelled,2025-10-04T23:50:00.670225
SCH12552,CUST3058,ALD1496,DRV8499,2025-05-11T09:23:09,09:23,20:00,24:00,Medium,Scheduled,3.34,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.670331
SCH56439,CUST9891,ALD4320,DRV4604,2025-06-06T10:08:04,10:08,16:00,20:00,Low,Emergency,1.78,['Fragile Handling'],Scheduled,2025-10-04T23:50:00.670431
SCH86691,CUST7837,ALD9988,DRV8694,2025-06-09T11:49:55,11:49,16:00,20:00,Medium,Standard,4.43,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.670519
SCH12128,CUST5813,ALD8940,DRV8789,2025-01-12T18:19:08,18:19,20:00,24:00,High,Bulk,7.61,['Fragile Handling'],Cancelled,2025-10-04T23:50:00.670606
SCH11427,CUST8417,ALD3886,DRV4703,2025-06-18T04:07:20,04:07,08:00,12:00,Medium,Emergency,1.9,['Fragile Handling'],Scheduled,2025-10-04T23:50:00.670692
SCH87241,CUST3122,ALD5200,DRV1263,2025-03-17T00:22:59,00:22,08:00,12:00,Medium,Standard,2.72,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.670778
SCH61973,CUST9892,ALD7119,DRV8759,2025-04-02T02:56:30,02:56,12:00,16:00,Low,Scheduled,4.95,['Fragile Handling'],Scheduled,2025-10-04T23:50:00.670863
SCH47804,CUST2201,ALD1220,DRV3763,2025-01-18T11:42:16,11:42,12:00,16:00,Medium,Emergency,1.34,['Standard Delivery'],In Progress,2025-10-04T23:50:00.670952
SCH27095,CUST8779,ALD9327,DRV5764,2025-02-05T00:07:07,00:07,12:00,16:00,High,Standard,5.6,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.671071
SCH52066,CUST7359,ALD2772,DRV1160,2025-04-26T18:55:27,18:55,08:00,12:00,Medium,Emergency,1.07,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.671176
SCH31124,CUST2924,ALD5950,DRV8204,2025-03-17T00:09:32,00:09,16:00,20:00,Medium,Standard,2.97,['Standard Delivery'],Completed,2025-10-04T23:50:00.671299
SCH87644,CUST1982,ALD5849,DRV2978,2025-03-25T15:22:24,15:22,12:00,16:00,Low,Refrigerated,4.03,['Temperature Control'],Cancelled,2025-10-04T23:50:00.671385
SCH50924,CUST8533,ALD6677,DRV4092,2025-01-24T17:46:03,17:46,08:00,12:00,High,Refrigerated,3.43,['Temperature Control'],Scheduled,2025-10-04T23:50:00.671470
SCH92882,CUST7805,ALD1557,DRV7555,2025-04-05T08:47:47,08:47,20:00,24:00,Low,Scheduled,4.02,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.671558
SCH73557,CUST9547,ALD2707,DRV2395,2025-04-29T10:17:01,10:17,16:00,20:00,Medium,Express,3.4,['Express Delivery'],Scheduled,2025-10-04T23:50:00.671663
SCH62543,CUST3919,ALD1835,DRV3216,2025-06-27T10:33:49,10:33,12:00,16:00,Medium,Bulk,6.37,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.671763
SCH36369,CUST6724,ALD3553,DRV1042,2025-04-28T08:21:31,08:21,08:00,12:00,Medium,Refrigerated,5.39,['Temperature Control'],Scheduled,2025-10-04T23:50:00.671851
SCH99715,CUST7562,ALD7038,DRV1138,2025-03-21T00:19:16,00:19,20:00,24:00,Low,Refrigerated,2.71,"['Temperature Control', 'Fragile Handling']",Cancelled,2025-10-04T23:50:00.671957
SCH67254,CUST5940,ALD5561,DRV8235,2025-01-01T08:39:49,08:39,12:00,16:00,High,Emergency,0.99,"['Hazardous Materials', 'Fragile Handling']",Scheduled,2025-10-04T23:50:00.672034
SCH82877,CUST3007,ALD8292,DRV7136,2025-03-23T04:15:29,04:15,08:00,12:00,Medium,Bulk,6.5,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.672109
SCH85007,CUST6749,ALD7667,DRV9432,2025-04-07T05:34:29,05:34,08:00,12:00,Medium,Scheduled,4.36,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.672188
SCH85847,CUST6793,ALD2252,DRV7366,2025-02-05T18:24:07,18:24,12:00,16:00,Low,Standard,6.16,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.672266
SCH90338,CUST8092,ALD4216,DRV1359,2025-06-08T15:17:13,15:17,16:00,20:00,Medium,Emergency,1.33,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.672333
SCH47183,CUST4949,ALD7522,DRV9521,2025-05-06T13:33:41,13:33,08:00,12:00,Medium,Emergency,0.64,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.672399
SCH70175,CUST3682,ALD2038,DRV9494,2025-06-27T03:35:20,03:35,16:00,20:00,Medium,Scheduled,3.75,['Standard Delivery'],In Progress,2025-10-04T23:50:00.672465
SCH38575,CUST4962,ALD3141,DRV1656,2025-06-20T00:58:33,00:58,20:00,24:00,Medium,Refrigerated,7.92,"['Temperature Control', 'Fragile Handling']",Cancelled,2025-10-04T23:50:00.672532
SCH71507,CUST4445,ALD4827,DRV7483,2025-05-03T15:36:54,15:36,16:00,20:00,Medium,Express,1.26,['Express Delivery'],Scheduled,2025-10-04T23:50:00.672606
SCH11442,CUST6210,ALD4330,DRV6012,2025-02-15T19:34:46,19:34,08:00,12:00,Medium,Express,1.04,['Express Delivery'],Scheduled,2025-10-04T23:50:00.672672
SCH17697,CUST2938,ALD9533,DRV7530,2025-03-10T03:50:11,03:50,16:00,20:00,Medium,Bulk,11.03,['Standard Delivery'],Completed,2025-10-04T23:50:00.672738
SCH29878,CUST1881,ALD3713,DRV7874,2025-05-11T11:00:29,11:00,20:00,24:00,Medium,Refrigerated,6.5,['Temperature Control'],Cancelled,2025-10-04T23:50:00.672809
SCH57380,CUST4265,ALD1280,DRV5534,2025-02-28T07:25:42,07:25,08:00,12:00,High,Emergency,1.17,['Fragile Handling'],Cancelled,2025-10-04T23:50:00.672877
SCH14756,CUST3054,ALD6441,DRV8323,2025-03-10T01:26:21,01:26,20:00,24:00,Medium,Standard,6.14,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.672948
SCH56300,CUST5838,ALD1712,DRV4540,2025-03-22T10:09:04,10:09,12:00,16:00,High,Refrigerated,4.65,['Temperature Control'],In Progress,2025-10-04T23:50:00.673019
SCH51373,CUST8840,ALD4270,DRV9724,2025-02-19T01:26:14,01:26,12:00,16:00,Medium,Refrigerated,4.38,['Temperature Control'],In Progress,2025-10-04T23:50:00.673095
SCH24709,CUST7204,ALD9067,DRV6714,2025-03-22T12:17:31,12:17,20:00,24:00,Medium,Standard,5.6,['Standard Delivery'],In Progress,2025-10-04T23:50:00.673169
SCH69460,CUST8722,ALD1761,DRV9343,2025-02-21T01:21:22,01:21,16:00,20:00,Low,Standard,6.02,['Standard Delivery'],In Progress,2025-10-04T23:50:00.673247
SCH25019,CUST6847,ALD3961,DRV9289,2025-01-01T00:30:54,00:30,08:00,12:00,Low,Express,3.37,['Express Delivery'],Scheduled,2025-10-04T23:50:00.673315
SCH25737,CUST4125,ALD3687,DRV2983,2025-01-06T11:45:41,11:45,12:00,16:00,Low,Express,1.46,"['Fragile Handling', 'Express Delivery']",Cancelled,2025-10-04T23:50:00.673383
SCH19990,CUST3914,ALD4476,DRV5099,2025-05-25T13:49:58,13:49,16:00,20:00,Medium,Bulk,10.83,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.673464
SCH65399,CUST7954,ALD7651,DRV8834,2025-04-13T04:38:06,04:38,16:00,20:00,Medium,Emergency,0.68,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.673567
SCH21165,CUST6650,ALD3954,DRV1524,2025-06-28T09:57:25,09:57,12:00,16:00,High,Bulk,11.3,['Hazardous Materials'],Scheduled,2025-10-04T23:50:00.673738
SCH62823,CUST5229,ALD3825,DRV3361,2025-04-29T17:41:20,17:41,12:00,16:00,Low,Standard,5.38,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.673895
SCH42571,CUST1522,ALD3921,DRV5453,2025-02-24T23:44:26,23:44,08:00,12:00,High,Standard,7.56,['Fragile Handling'],Scheduled,2025-10-04T23:50:00.674033
SCH97801,CUST4188,ALD2087,DRV7795,2025-05-08T14:03:56,14:03,08:00,12:00,Medium,Express,1.38,"['Hazardous Materials', 'Express Delivery']",Cancelled,2025-10-04T23:50:00.674167
SCH60883,CUST3436,ALD7664,DRV4835,2025-05-11T00:46:35,00:46,16:00,20:00,Medium,Scheduled,5.0,['Standard Delivery'],In Progress,2025-10-04T23:50:00.674352
SCH40545,CUST2455,ALD2484,DRV8889,2025-02-03T01:47:48,01:47,12:00,16:00,Medium,Refrigerated,6.23,['Temperature Control'],Scheduled,2025-10-04T23:50:00.674545
SCH96024,CUST3214,ALD6819,DRV4135,2025-02-13T15:04:57,15:04,16:00,20:00,Medium,Scheduled,4.24,['Standard Delivery'],Completed,2025-10-04T23:50:00.674698
SCH47540,CUST2135,ALD3899,DRV8670,2025-04-27T16:23:39,16:23,16:00,20:00,Medium,Standard,5.08,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.674848
SCH26725,CUST1048,ALD3376,DRV8174,2025-05-10T04:26:16,04:26,08:00,12:00,Low,Standard,3.67,['Standard Delivery'],Cancelled,2025-10-04T23:50:00.674941
SCH88716,CUST5462,ALD5315,DRV1307,2025-02-27T22:20:13,22:20,08:00,12:00,Low,Express,2.11,"['Hazardous Materials', 'Express Delivery']",Cancelled,2025-10-04T23:50:00.675032
SCH91513,CUST1198,ALD5648,DRV5713,2025-05-25T21:07:02,21:07,12:00,16:00,Low,Express,2.15,['Express Delivery'],In Progress,2025-10-04T23:50:00.675107
SCH12253,CUST7185,ALD6832,DRV2337,2025-04-18T14:37:17,14:37,20:00,24:00,Medium,Standard,7.78,['Hazardous Materials'],In Progress,2025-10-04T23:50:00.675180
SCH52068,CUST9012,ALD4509,DRV6204,2025-06-14T02:31:27,02:31,20:00,24:00,Medium,Bulk,7.0,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.675256
SCH29265,CUST7991,ALD5045,DRV3004,2025-02-18T07:26:45,07:26,12:00,16:00,High,Standard,3.27,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.675344
SCH31789,CUST3028,ALD3833,DRV1228,2025-03-06T21:13:12,21:13,16:00,20:00,Medium,Express,2.96,['Express Delivery'],Scheduled,2025-10-04T23:50:00.679192
SCH91627,CUST8902,ALD3823,DRV9010,2025-06-20T00:40:28,00:40,16:00,20:00,High,Refrigerated,7.79,"['Temperature Control', 'Fragile Handling']",Completed,2025-10-04T23:50:00.679426
SCH96771,CUST8836,ALD5567,DRV2757,2025-06-11T22:38:53,22:38,20:00,24:00,Medium,Express,3.77,['Express Delivery'],Cancelled,2025-10-04T23:50:00.681225
SCH91641,CUST8451,ALD9471,DRV6827,2025-06-27T11:55:39,11:55,20:00,24:00,Medium,Express,2.73,['Express Delivery'],Cancelled,2025-10-04T23:50:00.681451
SCH87049,CUST2230,ALD3496,DRV8730,2025-04-24T02:38:41,02:38,12:00,16:00,Medium,Emergency,1.45,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.681605
SCH94702,CUST8777,ALD7915,DRV8220,2025-01-08T14:45:44,14:45,16:00,20:00,High,Refrigerated,6.28,['Temperature Control'],Scheduled,2025-10-04T23:50:00.681765
SCH98271,CUST9768,ALD2509,DRV4369,2025-04-17T23:54:33,23:54,20:00,24:00,Medium,Express,2.96,['Express Delivery'],Scheduled,2025-10-04T23:50:00.681914
SCH44110,CUST1716,ALD9815,DRV8643,2025-04-15T00:42:45,00:42,12:00,16:00,Medium,Express,3.95,"['Hazardous Materials', 'Express Delivery']",Completed,2025-10-04T23:50:00.682209
SCH67017,CUST5412,ALD8534,DRV1976,2025-06-25T11:39:29,11:39,08:00,12:00,Medium,Emergency,1.94,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.682824
SCH17853,CUST6325,ALD3621,DRV3789,2025-01-14T20:07:34,20:07,20:00,24:00,Medium,Express,2.39,"['Fragile Handling', 'Express Delivery']",Cancelled,2025-10-04T23:50:00.684594
SCH83431,CUST9477,ALD9182,DRV6657,2025-01-09T01:18:47,01:18,12:00,16:00,Medium,Standard,4.19,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.685242
SCH87340,CUST9467,ALD2061,DRV7459,2025-03-06T23:01:22,23:01,20:00,24:00,High,Bulk,4.96,['Standard Delivery'],In Progress,2025-10-04T23:50:00.686052
SCH23527,CUST8913,ALD4283,DRV3089,2025-02-03T23:27:57,23:27,20:00,24:00,Medium,Standard,3.94,['Standard Delivery'],Scheduled,2025-10-04T23:50:00.686461
SCH99737,CUST1786,ALD5849,DRV6717,2025-03-01T22:16:17,22:16,16:00,20:00,Medium,Standard,3.08,['Standard Delivery'],Completed,2025-10-04T23:50:00.686711
SCH74444,CUST6313,ALD9795,DRV5039,2025-06-22T03:35:47,03:35,12:00,16:00,Medium,Refrigerated,4.0,"['Temperature Control', 'Hazardous Materials']",In Progress,2025-10-04T23:50:00.686916
