metrics_id,date,vehicle_id,driver_id,depot_id,route_id,total_distance_km,total_fuel_consumed_liters,average_fuel_efficiency,total_delivery_time_hours,on_time_delivery_rate,accidents_count,violations_count,safety_score,total_fuel_cost_sar,maintenance_cost_sar,total_operating_cost_sar,customer_satisfaction_score,delivery_success_rate,complaint_count,co2_emissions_kg,fuel_waste_liters,environmental_score,created_at,warehouse_id,supplier_id,inventory_turnover,stock_accuracy_percent,stockout_incidents,overstock_value_sar,order_fulfillment_rate,average_order_cycle_time_days,order_accuracy_rate,supplier_performance_score,supplier_reliability_percent,cost_savings_sar,transportation_cost_sar,fuel_efficiency_km_per_liter,route_optimization_savings_sar,defect_rate_percent,return_rate_percent,carbon_footprint_kg_co2,waste_reduction_percent,sustainability_score
PERF83883,2025-05-18T00:52:58,ALD9061,DRV5683,DEP4,RT78324,546.23,88.39,6.18,8.68,0.971,0.0,0.0,5.0,190.78,1076.6,1607.75,4.2,0.934,0.0,236.89,2.3,3.6,2025-10-04T23:50:06.788174,,,,,,,,,,,,,,,,,,,,
PERF35098,2025-06-07T16:23:23,ALD2607,DRV2731,DEP4,RT93364,663.4,71.72,9.25,11.16,0.9,0.0,3.0,4.4,184.29,1173.04,1782.73,4.6,0.963,0.0,192.21,5.19,4.9,2025-10-04T23:50:06.788247,,,,,,,,,,,,,,,,,,,,
PERF76532,2025-02-15T10:36:15,ALD2066,DRV1878,DEP3,RT56015,1357.03,113.84,11.92,19.01,0.862,0.0,1.0,4.8,242.84,1781.57,2689.92,4.1,0.967,0.0,305.09,8.16,4.5,2025-10-04T23:50:06.788316,,,,,,,,,,,,,,,,,,,,
PERF27512,2025-04-24T21:42:17,ALD2909,DRV4252,DEP6,RT74197,698.94,62.69,11.15,9.42,0.959,0.0,0.0,5.0,158.36,396.1,788.29,4.1,0.924,0.0,168.01,2.02,3.5,2025-10-04T23:50:06.788393,,,,,,,,,,,,,,,,,,,,
PERF33685,2025-01-05T03:11:49,ALD6564,DRV7347,DEP4,RT94248,1465.42,173.01,8.47,27.43,0.951,0.0,1.0,4.8,432.74,1972.09,2914.86,4.3,0.971,0.0,463.67,9.92,4.9,2025-10-04T23:50:06.788492,,,,,,,,,,,,,,,,,,,,
PERF40580,2025-03-03T12:06:07,ALD4789,DRV3826,DEP2,RT82092,860.1,106.19,8.1,15.23,0.942,0.0,1.0,4.8,284.57,1634.98,2488.69,4.5,0.973,0.0,284.59,7.04,3.6,2025-10-04T23:50:06.788604,,,,,,,,,,,,,,,,,,,,
PERF66635,2025-02-05T03:56:01,ALD7652,DRV3812,DEP2,RT39695,420.5,61.48,6.84,5.91,0.928,0.0,0.0,5.0,138.87,733.84,1525.4,4.2,0.976,2.0,164.77,3.7,3.7,2025-10-04T23:50:06.788699,,,,,,,,,,,,,,,,,,,,
PERF37800,2025-04-03T04:18:58,ALD4510,DRV9154,DEP5,RT58669,977.7,98.76,9.9,13.83,0.857,0.0,2.0,4.6,271.61,1524.35,2507.89,4.3,0.922,0.0,264.68,7.35,4.8,2025-10-04T23:50:06.788803,,,,,,,,,,,,,,,,,,,,
PERF30760,2025-06-07T00:54:02,ALD4442,DRV9546,DEP1,RT82506,990.19,127.11,7.79,17.64,0.973,0.0,0.0,5.0,310.62,1036.5,1727.07,4.4,0.979,0.0,340.65,7.05,4.6,2025-10-04T23:50:06.788993,,,,,,,,,,,,,,,,,,,,
PERF63447,2025-06-13T11:16:18,ALD4476,DRV6782,DEP1,RT49699,495.04,74.67,6.63,9.06,0.908,0.0,3.0,4.4,189.74,260.2,1195.33,4.6,0.965,1.0,200.12,2.25,4.3,2025-10-04T23:50:06.789178,,,,,,,,,,,,,,,,,,,,
PERF11735,2025-05-31T23:43:30,ALD8028,DRV3230,DEP6,RT56291,416.29,49.32,8.44,6.89,0.884,0.0,0.0,5.0,123.35,232.24,856.11,4.7,0.965,0.0,132.18,1.89,3.5,2025-10-04T23:50:06.789287,,,,,,,,,,,,,,,,,,,,
PERF94201,2025-05-24T03:48:20,ALD2798,DRV2221,DEP3,RT94208,551.09,72.04,7.65,10.92,0.977,0.0,2.0,4.6,152.54,1050.92,1485.95,4.8,0.926,0.0,193.07,5.12,4.1,2025-10-04T23:50:06.789373,,,,,,,,,,,,,,,,,,,,
PERF39489,2025-05-19T11:29:21,ALD1759,DRV2690,DEP3,RT37023,981.23,93.01,10.55,20.59,0.945,0.0,0.0,5.0,246.18,1605.8,2497.78,4.6,0.929,0.0,249.27,6.08,3.9,2025-10-04T23:50:06.789457,,,,,,,,,,,,,,,,,,,,
PERF89409,2025-02-22T04:29:26,ALD8674,DRV2508,DEP2,RT35037,702.3,79.0,8.89,14.15,0.921,0.0,0.0,5.0,190.34,1093.58,1950.27,4.5,0.98,0.0,211.72,2.93,4.5,2025-10-04T23:50:06.789526,,,,,,,,,,,,,,,,,,,,
PERF42254,2025-05-19T22:14:44,ALD4813,DRV3648,DEP6,RT59812,1190.07,109.28,10.89,18.44,0.869,0.0,1.0,4.8,268.66,1113.42,1626.65,4.4,0.956,0.0,292.87,6.19,4.2,2025-10-04T23:50:06.789594,,,,,,,,,,,,,,,,,,,,
PERF49784,2025-02-17T03:22:51,ALD2179,DRV4095,DEP5,RT13398,504.71,57.35,8.8,7.54,0.94,0.0,1.0,4.8,155.72,313.7,731.92,4.1,0.949,0.0,153.7,1.47,4.1,2025-10-04T23:50:06.789661,,,,,,,,,,,,,,,,,,,,
PERF45578,2025-01-24T12:02:15,ALD1048,DRV9096,DEP5,RT52615,1303.6,145.17,8.98,17.57,0.855,0.0,3.0,4.4,324.52,1604.67,2331.87,4.2,0.94,0.0,389.06,9.37,4.7,2025-10-04T23:50:06.789730,,,,,,,,,,,,,,,,,,,,
PERF55569,2025-04-08T05:33:10,ALD1592,DRV3348,DEP2,RT40406,740.44,80.05,9.25,12.71,0.923,0.0,0.0,5.0,179.93,1396.0,2270.05,4.2,0.947,0.0,214.53,2.34,5.0,2025-10-04T23:50:06.789800,,,,,,,,,,,,,,,,,,,,
PERF11708,2025-03-08T06:41:30,ALD3698,DRV5106,DEP6,RT98914,1089.67,103.38,10.54,18.13,0.874,0.0,0.0,5.0,273.57,687.62,1308.0,4.0,0.936,0.0,277.06,4.53,3.8,2025-10-04T23:50:06.789867,,,,,,,,,,,,,,,,,,,,
PERF98758,2025-02-08T16:12:08,ALD7295,DRV5823,DEP1,RT38094,765.4,83.56,9.16,13.77,0.863,0.0,4.0,4.2,213.98,955.08,1684.37,4.1,0.953,0.0,223.94,6.19,4.1,2025-10-04T23:50:06.789933,,,,,,,,,,,,,,,,,,,,
PERF29359,2025-01-27T08:17:20,ALD6791,DRV4916,DEP2,RT62964,1143.68,118.89,9.62,17.68,0.931,0.0,0.0,5.0,288.46,1643.66,2227.7,4.1,0.989,1.0,318.63,4.65,3.5,2025-10-04T23:50:06.789998,,,,,,,,,,,,,,,,,,,,
PERF39275,2025-06-22T12:01:14,ALD4117,DRV3844,DEP3,RT19733,1091.92,148.97,7.33,15.57,0.895,0.0,0.0,5.0,384.07,1320.74,2332.59,4.9,0.952,0.0,399.24,5.21,3.7,2025-10-04T23:50:06.790064,,,,,,,,,,,,,,,,,,,,
PERF43388,2025-05-31T19:07:30,ALD3230,DRV8970,DEP1,RT19292,1381.16,135.54,10.19,23.27,0.957,0.0,1.0,4.8,330.66,1578.02,2593.32,4.8,0.967,0.0,363.25,8.61,3.8,2025-10-04T23:50:06.790139,,,,,,,,,,,,,,,,,,,,
PERF52328,2025-06-11T02:34:49,ALD3574,DRV6476,DEP5,RT29969,1454.23,125.36,11.6,21.76,0.892,1.0,1.0,4.0,337.26,752.31,1364.84,5.0,0.98,0.0,335.96,7.14,3.8,2025-10-04T23:50:06.790206,,,,,,,,,,,,,,,,,,,,
PERF39528,2025-06-04T01:20:45,ALD4371,DRV2157,DEP5,RT21412,527.88,62.25,8.48,8.42,0.872,0.0,0.0,5.0,156.44,768.82,1335.77,4.8,0.971,0.0,166.83,1.93,3.9,2025-10-04T23:50:06.790272,,,,,,,,,,,,,,,,,,,,
PERF43530,2025-06-09T09:44:04,ALD6041,DRV6525,DEP5,RT76843,1366.75,220.8,6.19,29.61,0.969,0.0,0.0,5.0,464.26,2548.46,3319.31,4.3,0.978,0.0,591.74,5.62,5.0,2025-10-04T23:50:06.790337,,,,,,,,,,,,,,,,,,,,
PERF98540,2025-05-14T19:56:10,ALD7428,DRV9593,DEP4,RT36961,1142.83,129.28,8.84,20.38,0.958,0.0,0.0,5.0,346.29,1849.18,2399.43,4.2,0.988,0.0,346.47,3.09,3.9,2025-10-04T23:50:06.790403,,,,,,,,,,,,,,,,,,,,
PERF48415,2025-01-06T08:12:31,ALD6603,DRV7237,DEP4,RT61333,964.8,104.87,9.2,13.19,0.871,0.0,0.0,5.0,259.26,1292.76,2288.35,4.1,0.955,0.0,281.05,2.56,4.0,2025-10-04T23:50:06.790469,,,,,,,,,,,,,,,,,,,,
PERF62007,2025-05-05T08:59:20,ALD3232,DRV6543,DEP3,RT14469,1462.11,154.88,9.44,30.39,0.934,1.0,0.0,4.2,337.17,1410.72,2360.1,4.8,0.971,0.0,415.08,9.57,4.8,2025-10-04T23:50:06.790542,,,,,,,,,,,,,,,,,,,,
PERF85754,2025-01-30T15:11:55,ALD7574,DRV4953,DEP3,RT13726,354.82,33.07,10.73,7.59,0.85,0.0,0.0,5.0,86.68,375.6,944.28,4.2,0.924,0.0,88.63,1.69,3.6,2025-10-04T23:50:06.790608,,,,,,,,,,,,,,,,,,,,
PERF81507,2025-01-11T15:16:20,ALD1505,DRV8633,DEP2,RT96130,562.5,88.03,6.39,9.33,0.943,1.0,0.0,4.2,243.75,744.57,1383.04,4.9,0.986,0.0,235.92,6.63,3.9,2025-10-04T23:50:06.790675,,,,,,,,,,,,,,,,,,,,
PERF81285,2025-05-11T18:06:04,ALD7080,DRV8806,DEP3,RT19783,276.4,26.48,10.44,4.56,0.97,0.0,2.0,4.6,63.81,334.43,833.61,4.9,0.953,0.0,70.97,0.74,4.6,2025-10-04T23:50:06.790745,,,,,,,,,,,,,,,,,,,,
PERF92982,2025-01-07T20:44:05,ALD3886,DRV9663,DEP4,RT25412,242.37,24.58,9.86,3.4,0.931,0.0,0.0,5.0,58.05,435.77,866.03,4.8,0.926,0.0,65.87,1.48,3.8,2025-10-04T23:50:06.790812,,,,,,,,,,,,,,,,,,,,
PERF53891,2025-02-25T04:50:09,ALD5028,DRV5305,DEP6,RT32221,961.02,83.13,11.56,14.34,0.854,0.0,2.0,4.6,223.31,1369.9,1824.59,4.6,0.989,0.0,222.79,4.5,4.4,2025-10-04T23:50:06.790886,,,,,,,,,,,,,,,,,,,,
PERF10004,2025-04-08T19:32:57,ALD3120,DRV7704,DEP2,RT99106,736.52,69.75,10.56,15.4,0.915,0.0,0.0,5.0,190.4,1206.02,1990.38,4.6,0.954,0.0,186.93,4.52,4.5,2025-10-04T23:50:06.790956,,,,,,,,,,,,,,,,,,,,
PERF51083,2025-06-03T14:17:02,ALD1488,DRV5111,DEP4,RT83978,263.68,31.81,8.29,4.02,0.973,0.0,0.0,5.0,79.24,271.39,763.51,4.6,0.924,1.0,85.25,2.26,3.5,2025-10-04T23:50:06.791027,,,,,,,,,,,,,,,,,,,,
PERF59916,2025-05-27T04:02:14,ALD2029,DRV3171,DEP2,RT96072,521.61,82.4,6.33,7.41,0.934,0.0,0.0,5.0,176.57,317.19,694.9,4.5,0.927,0.0,220.83,2.98,4.3,2025-10-04T23:50:06.791096,,,,,,,,,,,,,,,,,,,,
PERF22645,2025-03-12T14:42:10,ALD6424,DRV1883,DEP5,RT90752,331.49,39.42,8.41,6.05,0.877,0.0,2.0,4.6,87.14,599.24,1192.55,4.7,0.952,0.0,105.65,1.87,3.5,2025-10-04T23:50:06.791165,,,,,,,,,,,,,,,,,,,,
PERF70345,2025-01-03T04:16:18,ALD7608,DRV5680,DEP6,RT52787,756.44,77.5,9.76,10.64,0.853,0.0,2.0,4.6,197.26,705.02,1513.85,4.8,0.987,0.0,207.7,6.09,4.1,2025-10-04T23:50:06.791233,,,,,,,,,,,,,,,,,,,,
PERF21769,2025-05-17T18:43:07,ALD1351,DRV1215,DEP3,RT87857,1159.14,139.66,8.3,20.08,0.857,0.0,0.0,5.0,385.9,1429.26,2259.64,5.0,0.98,0.0,374.29,4.19,4.3,2025-10-04T23:50:06.791304,,,,,,,,,,,,,,,,,,,,
PERF28255,2025-06-02T16:05:11,ALD6837,DRV9503,DEP6,RT15299,1118.79,141.08,7.93,22.06,0.955,0.0,0.0,5.0,351.86,1654.62,2519.36,4.2,0.957,0.0,378.09,10.28,3.9,2025-10-04T23:50:06.791395,,,,,,,,,,,,,,,,,,,,
PERF86911,2025-03-17T05:41:18,ALD9990,DRV6842,DEP3,RT64877,575.15,74.12,7.76,10.41,0.85,0.0,0.0,5.0,171.01,1050.7,1768.57,4.1,0.985,0.0,198.64,2.93,4.3,2025-10-04T23:50:06.791468,,,,,,,,,,,,,,,,,,,,
PERF49863,2025-04-18T14:16:59,ALD3683,DRV4559,DEP1,RT17179,209.14,18.56,11.27,4.4,0.909,0.0,0.0,5.0,48.44,208.47,919.02,4.4,0.929,0.0,49.74,1.42,4.0,2025-10-04T23:50:06.791534,,,,,,,,,,,,,,,,,,,,
PERF14553,2025-06-22T07:47:30,ALD8635,DRV6943,DEP6,RT35778,1157.09,120.03,9.64,20.58,0.932,0.0,0.0,5.0,323.97,1684.42,2387.53,4.5,0.957,0.0,321.68,6.18,4.3,2025-10-04T23:50:06.791602,,,,,,,,,,,,,,,,,,,,
PERF69489,2025-03-05T13:52:03,ALD9595,DRV4375,DEP1,RT41215,1285.9,107.34,11.98,17.19,0.97,0.0,0.0,5.0,241.05,1889.42,2911.66,4.5,0.933,0.0,287.67,6.61,4.4,2025-10-04T23:50:06.791674,,,,,,,,,,,,,,,,,,,,
PERF86133,2025-03-09T17:39:15,ALD6129,DRV6000,DEP1,RT21966,1252.74,180.25,6.95,17.92,0.904,0.0,1.0,4.8,497.13,859.58,2074.54,4.4,0.98,0.0,483.07,10.18,5.0,2025-10-04T23:50:06.791741,,,,,,,,,,,,,,,,,,,,
PERF34834,2025-03-22T11:40:27,ALD4552,DRV4487,DEP3,RT54220,1261.85,150.76,8.37,18.45,0.902,0.0,0.0,5.0,331.79,1640.79,2764.26,4.6,0.938,0.0,404.04,5.76,3.6,2025-10-04T23:50:06.791806,,,,,,,,,,,,,,,,,,,,
PERF63972,2025-06-28T17:20:36,ALD5869,DRV6372,DEP5,RT53123,860.58,132.19,6.51,12.83,0.893,0.0,0.0,5.0,346.0,1550.05,2240.64,4.4,0.935,0.0,354.27,5.74,4.3,2025-10-04T23:50:06.791874,,,,,,,,,,,,,,,,,,,,
PERF14055,2025-06-02T17:07:46,ALD8900,DRV8244,DEP5,RT68792,550.56,50.14,10.98,7.69,0.89,0.0,1.0,4.8,108.47,823.31,1136.81,4.3,0.931,2.0,134.38,2.51,4.2,2025-10-04T23:50:06.791961,,,,,,,,,,,,,,,,,,,,
PERF87301,2025-06-04T12:54:13,ALD7618,DRV4204,DEP2,RT45770,256.63,26.7,9.61,4.12,0.953,0.0,0.0,5.0,63.58,399.51,796.69,4.5,0.987,0.0,71.56,0.67,4.0,2025-10-04T23:50:06.792301,,,,,,,,,,,,,,,,,,,,
PERF94513,2025-02-07T14:16:31,ALD5061,DRV9256,DEP6,RT85493,686.93,102.68,6.69,10.09,0.942,0.0,0.0,5.0,239.0,1143.93,1932.5,4.1,0.969,0.0,275.18,6.06,3.6,2025-10-04T23:50:06.797094,,,,,,,,,,,,,,,,,,,,
PERF18268,2025-06-10T15:59:54,ALD1020,DRV3654,DEP6,RT69647,774.02,67.42,11.48,11.6,0.908,0.0,0.0,5.0,182.98,1470.83,2089.39,5.0,0.978,0.0,180.69,5.38,4.4,2025-10-04T23:50:06.797412,,,,,,,,,,,,,,,,,,,,
PERF73186,2025-01-23T10:04:30,ALD6719,DRV9048,DEP2,RT14996,1179.32,117.0,10.08,18.53,0.942,0.0,0.0,5.0,292.09,1916.61,2882.38,4.3,0.943,0.0,313.56,8.72,4.3,2025-10-04T23:50:06.797587,,,,,,,,,,,,,,,,,,,,
PERF84162,2025-04-14T07:24:23,ALD7480,DRV3346,DEP6,RT18336,580.65,89.88,6.46,12.68,0.919,0.0,1.0,4.8,197.62,902.11,1302.04,5.0,0.945,0.0,240.88,4.62,3.8,2025-10-04T23:50:06.797712,,,,,,,,,,,,,,,,,,,,
PERF42475,2025-01-24T17:01:04,ALD2539,DRV2352,DEP4,RT92622,489.64,75.91,6.45,7.05,0.86,0.0,2.0,4.6,195.08,642.02,1334.88,4.3,0.965,2.0,203.44,3.98,4.6,2025-10-04T23:50:06.797837,,,,,,,,,,,,,,,,,,,,
PERF66401,2025-04-19T17:20:53,ALD9944,DRV2602,DEP4,RT13287,1293.61,108.43,11.93,25.8,0.858,1.0,4.0,3.4,257.84,1420.37,1915.9,4.0,0.937,0.0,290.59,7.86,4.0,2025-10-04T23:50:06.797959,,,,,,,,,,,,,,,,,,,,
PERF77150,2025-06-17T07:56:14,ALD5430,DRV7240,DEP1,RT70854,949.28,114.23,8.31,15.99,0.861,0.0,0.0,5.0,280.11,1132.22,1789.55,4.5,0.961,0.0,306.14,7.56,4.4,2025-10-04T23:50:06.798159,,,,,,,,,,,,,,,,,,,,
PERF15985,2025-03-20T04:10:08,ALD6904,DRV1720,DEP5,RT67719,983.62,84.58,11.63,20.17,0.947,0.0,4.0,4.2,236.79,1622.84,2600.18,4.3,0.942,0.0,226.67,6.59,4.5,2025-10-04T23:50:06.798306,,,,,,,,,,,,,,,,,,,,
PERF20069,2025-02-01T21:00:26,ALD7332,DRV4598,DEP1,RT68540,970.25,84.59,11.47,16.49,0.943,0.0,5.0,4.0,210.61,1722.06,2425.99,4.3,0.931,0.0,226.7,2.53,4.2,2025-10-04T23:50:06.798445,,,,,,,,,,,,,,,,,,,,
PERF43228,2025-04-03T22:59:02,ALD2787,DRV6079,DEP5,RT21495,377.77,35.77,10.56,5.34,0.957,0.0,0.0,5.0,96.59,694.71,1489.78,4.7,0.949,0.0,95.86,1.81,4.4,2025-10-04T23:50:06.798568,,,,,,,,,,,,,,,,,,,,
PERF33512,2025-04-19T20:47:00,ALD8918,DRV8428,DEP5,RT86505,413.35,59.56,6.94,6.21,0.895,2.0,0.0,3.4,150.38,229.25,659.26,4.5,0.954,2.0,159.62,2.4,4.4,2025-10-04T23:50:06.798700,,,,,,,,,,,,,,,,,,,,
PERF18760,2025-05-24T16:56:15,ALD3987,DRV2950,DEP1,RT70817,783.13,77.38,10.12,17.07,0.91,0.0,0.0,5.0,185.65,642.9,1194.55,4.7,0.94,0.0,207.38,5.28,4.1,2025-10-04T23:50:06.798848,,,,,,,,,,,,,,,,,,,,
PERF43353,2025-04-26T19:48:19,ALD5577,DRV7240,DEP1,RT87652,855.83,127.17,6.73,12.22,0.942,0.0,2.0,4.6,314.81,1503.52,2389.86,4.1,0.964,0.0,340.82,3.98,3.8,2025-10-04T23:50:06.798991,,,,,,,,,,,,,,,,,,,,
PERF67425,2025-03-31T22:56:31,ALD7793,DRV7274,DEP4,RT21193,826.24,108.86,7.59,12.72,0.925,0.0,1.0,4.8,297.34,730.45,1379.61,4.2,0.949,0.0,291.74,4.31,3.5,2025-10-04T23:50:06.799169,,,,,,,,,,,,,,,,,,,,
PERF20912,2025-05-14T07:29:59,ALD8025,DRV5931,DEP6,RT91517,1432.19,155.5,9.21,20.43,0.976,0.0,2.0,4.6,419.91,1733.11,2891.18,4.4,0.957,0.0,416.74,3.58,4.6,2025-10-04T23:50:06.799308,,,,,,,,,,,,,,,,,,,,
PERF17600,2025-01-12T05:49:00,ALD4504,DRV1556,DEP2,RT95743,895.82,85.64,10.46,15.38,0.939,1.0,0.0,4.2,197.28,719.3,1236.44,4.5,0.937,0.0,229.52,5.76,4.0,2025-10-04T23:50:06.799455,,,,,,,,,,,,,,,,,,,,
PERF78303,2025-06-21T09:54:21,ALD8968,DRV5439,DEP5,RT84767,1417.31,136.28,10.4,25.51,0.899,0.0,0.0,5.0,358.26,1648.2,2789.49,4.8,0.946,1.0,365.23,3.1,3.7,2025-10-04T23:50:06.799736,,,,,,,,,,,,,,,,,,,,
PERF67614,2025-06-13T10:52:53,ALD3727,DRV2790,DEP2,RT13620,830.31,115.8,7.17,12.89,0.973,0.0,0.0,5.0,315.64,1062.52,1881.52,4.7,0.984,0.0,310.34,6.97,4.6,2025-10-04T23:50:06.800113,,,,,,,,,,,,,,,,,,,,
PERF89132,2025-02-27T05:40:26,ALD7704,DRV8697,DEP2,RT77033,402.0,35.54,11.31,6.66,0.882,0.0,0.0,5.0,96.67,422.76,1055.45,4.6,0.94,0.0,95.25,2.74,4.0,2025-10-04T23:50:06.801336,,,,,,,,,,,,,,,,,,,,
PERF71106,2025-03-30T19:35:42,ALD7980,DRV4176,DEP5,RT63509,1342.98,198.37,6.77,25.22,0.91,0.0,0.0,5.0,447.89,1973.45,2700.5,4.3,0.941,0.0,531.63,6.04,3.7,2025-10-04T23:50:06.801816,,,,,,,,,,,,,,,,,,,,
PERF30071,2025-03-05T10:43:43,ALD7280,DRV6960,DEP6,RT45807,484.16,57.36,8.44,6.78,0.928,0.0,0.0,5.0,153.89,266.52,1015.9,4.5,0.923,0.0,153.72,2.77,4.8,2025-10-04T23:50:06.802331,,,,,,,,,,,,,,,,,,,,
PERF96016,2025-06-12T06:56:51,ALD4816,DRV3725,DEP2,RT21031,597.18,59.24,10.08,13.05,0.922,0.0,0.0,5.0,145.38,533.67,1105.37,4.2,0.931,0.0,158.76,1.28,4.8,2025-10-04T23:50:06.802569,,,,,,,,,,,,,,,,,,,,
PERF88141,2025-06-12T11:53:27,ALD7265,DRV5970,DEP2,RT87799,435.54,68.91,6.32,6.05,0.921,0.0,1.0,4.8,184.2,681.47,1646.93,4.2,0.967,3.0,184.68,5.46,4.9,2025-10-04T23:50:06.802688,,,,,,,,,,,,,,,,,,,,
PERF14747,2025-01-09T00:37:37,ALD1698,DRV2470,DEP3,RT51618,371.37,50.73,7.32,4.96,0.885,0.0,0.0,5.0,141.64,375.65,1209.23,4.1,0.948,0.0,135.96,3.15,5.0,2025-10-04T23:50:06.802785,,,,,,,,,,,,,,,,,,,,
PERF45805,2025-03-19T03:09:50,ALD5294,DRV9917,DEP4,RT73808,1265.96,145.85,8.68,24.22,0.95,0.0,1.0,4.8,306.6,1570.34,2634.5,4.1,0.986,0.0,390.88,5.01,3.5,2025-10-04T23:50:06.802879,,,,,,,,,,,,,,,,,,,,
PERF21976,2025-06-11T15:32:00,ALD7148,DRV3719,DEP4,RT64175,924.7,91.1,10.15,15.07,0.917,0.0,0.0,5.0,196.6,1011.93,1422.13,4.7,0.97,1.0,244.15,6.41,4.9,2025-10-04T23:50:06.802968,,,,,,,,,,,,,,,,,,,,
PERF14576,2025-02-18T22:44:24,ALD1681,DRV3707,DEP3,RT29815,489.09,70.27,6.96,6.8,0.938,0.0,4.0,4.2,168.09,412.61,867.38,4.5,0.958,0.0,188.32,4.08,3.8,2025-10-04T23:50:06.803120,,,,,,,,,,,,,,,,,,,,
PERF40252,2025-03-17T15:45:04,ALD4758,DRV4553,DEP5,RT98738,413.65,46.48,8.9,7.68,0.883,0.0,0.0,5.0,123.24,364.21,1070.86,4.9,0.976,0.0,124.57,3.2,3.7,2025-10-04T23:50:06.803208,,,,,,,,,,,,,,,,,,,,
PERF73553,2025-05-01T01:56:18,ALD2301,DRV9639,DEP4,RT22979,637.78,54.65,11.67,12.33,0.926,0.0,3.0,4.4,118.28,521.25,968.26,4.0,0.933,0.0,146.46,2.15,4.3,2025-10-04T23:50:06.803290,,,,,,,,,,,,,,,,,,,,
PERF56913,2025-02-22T02:44:33,ALD1365,DRV7093,DEP5,RT20741,332.43,43.29,7.68,6.88,0.892,0.0,0.0,5.0,119.5,347.18,682.0,4.8,0.958,0.0,116.02,3.14,4.2,2025-10-04T23:50:06.803370,,,,,,,,,,,,,,,,,,,,
