inventory_id,depot_id,item_code,item_name,item_category,quantity_in_stock,minimum_stock_level,maximum_stock_level,unit_cost_sar,supplier_name,last_restocked_date,expiry_date,batch_number,storage_location,condition,created_at
INV13638,DEP6,ITEM2967,Seat Covers,Accessories,460,33,493,39.97,Shell Lubricants,2025-02-23T09:24:04,2027-01-10T09:24:04,BATCH-5671,Cold Storage,Fair,2025-10-04T23:50:00.403470
INV90971,DEP4,ITEM3097,First Aid Kit,Accessories,300,29,372,159.62,Mercedes Parts,2025-06-08T20:01:04,,BATCH-8683,Cold Storage,Good,2025-10-04T23:50:00.403557
INV75552,DEP6,ITEM7846,Battery 12V,Electrical,105,26,109,726.28,Volvo Parts,2025-05-09T18:23:50,,BATCH-4343,Cold Storage,Poor,2025-10-04T23:50:00.403643
INV31472,DEP1,ITEM7939,Air Filter,Engine Parts,137,29,395,72.99,International Parts,2025-04-30T19:33:36,2027-01-11T19:33:36,BATCH-7512,Warehouse B,Good,2025-10-04T23:50:00.403722
INV49106,DEP2,ITEM4490,Starter Motor,Electrical,73,42,373,498.18,Shell Lubricants,2025-04-12T21:32:04,2027-07-15T21:32:04,BATCH-0426,Hazardous Storage,Good,2025-10-04T23:50:00.403827
INV23621,DEP2,ITEM8430,Brake Fluid,Brake System,716,114,1054,39.29,Iveco Parts,2025-02-02T09:10:19,2027-06-30T09:10:19,BATCH-5689,Warehouse A,Poor,2025-10-04T23:50:00.403912
INV47174,DEP2,ITEM4743,Alternator,Electrical,341,19,489,48.88,International Parts,2025-02-02T15:06:19,,BATCH-3164,Warehouse B,Poor,2025-10-04T23:50:00.403988
INV34457,DEP4,ITEM9798,Brake Fluid,Brake System,458,127,1136,28.96,Mercedes Parts,2025-01-17T20:23:56,,BATCH-5096,Warehouse B,Poor,2025-10-04T23:50:00.404072
INV37569,DEP6,ITEM6251,Alternator,Electrical,362,26,364,331.57,Chevron Parts,2025-01-12T01:33:54,,BATCH-6375,Hazardous Storage,Good,2025-10-04T23:50:00.404155
INV46544,DEP1,ITEM8537,Grease,Fluids,200,33,412,206.79,Total Oil,2025-03-06T22:33:27,,BATCH-8081,Warehouse A,Good,2025-10-04T23:50:00.404233
INV71445,DEP1,ITEM8595,Fuel Filter,Engine Parts,72,30,204,152.37,Aramco Parts,2025-06-20T23:36:51,,BATCH-1522,Warehouse A,Good,2025-10-04T23:50:00.404314
INV30055,DEP1,ITEM6807,Power Steering Fluid,Fluids,568,103,1638,51.8,Shell Lubricants,2025-05-23T22:28:43,2028-04-30T22:28:43,BATCH-4076,Warehouse A,Fair,2025-10-04T23:50:00.404403
INV55586,DEP5,ITEM1592,Grease,Fluids,188,37,395,349.16,Local Supplier,2025-04-22T09:38:11,2026-05-27T09:38:11,BATCH-8384,Warehouse B,Good,2025-10-04T23:50:00.404473
INV83971,DEP1,ITEM3105,Tire 295/80R22.5,Tires,295,81,768,1146.91,OEM Supplier,2025-01-14T00:04:47,2027-04-06T00:04:47,BATCH-4591,Cold Storage,Good,2025-10-04T23:50:00.404543
INV85659,DEP3,ITEM3214,Brake Pads,Brake System,55,24,474,365.08,MAN Parts,2025-02-20T13:56:12,2026-08-22T13:56:12,BATCH-6896,Cold Storage,Good,2025-10-04T23:50:00.404606
INV87127,DEP1,ITEM6360,Valve Stems,Tires,85,27,479,51.83,Scania Parts,2025-01-07T00:57:17,,BATCH-2528,Hazardous Storage,Good,2025-10-04T23:50:00.404666
INV87080,DEP4,ITEM5791,Tire 295/80R22.5,Tires,352,34,460,1148.14,Local Supplier,2025-03-10T18:52:19,2026-10-27T18:52:19,BATCH-9383,Warehouse B,Fair,2025-10-04T23:50:00.404730
INV90341,DEP5,ITEM9161,Hydraulic Oil,Fluids,409,86,1759,58.81,Mercedes Parts,2025-01-13T23:11:45,2027-03-19T23:11:45,BATCH-3021,Warehouse A,Good,2025-10-04T23:50:00.404793
INV64519,DEP6,ITEM9573,Transmission Fluid,Fluids,86,53,831,15.46,Aftermarket Parts,2025-05-09T11:44:15,,BATCH-8772,Warehouse B,Poor,2025-10-04T23:50:00.404854
INV93593,DEP4,ITEM4680,Tire 295/80R22.5,Tires,126,62,232,2188.68,OEM Supplier,2025-02-18T19:37:25,2027-10-07T19:37:25,BATCH-6014,Warehouse B,Poor,2025-10-04T23:50:00.404929
INV39359,DEP4,ITEM4920,Alternator,Electrical,210,17,421,302.18,MAN Parts,2025-03-10T19:57:06,,BATCH-9078,Hazardous Storage,Good,2025-10-04T23:50:00.404996
INV70732,DEP4,ITEM8362,Power Steering Fluid,Fluids,666,97,967,25.68,MAN Parts,2025-05-26T00:16:47,,BATCH-8133,Warehouse B,Good,2025-10-04T23:50:00.405064
INV32669,DEP2,ITEM7499,Seat Covers,Accessories,160,15,256,292.43,Aramco Parts,2025-05-20T17:06:55,,BATCH-3403,Cold Storage,Fair,2025-10-04T23:50:00.405124
INV50331,DEP5,ITEM8022,Wiper Blades,Accessories,355,45,386,361.75,Shell Lubricants,2025-04-30T18:23:32,,BATCH-5907,Hazardous Storage,Fair,2025-10-04T23:50:00.405192
INV31933,DEP3,ITEM3123,Brake Fluid,Brake System,212,194,550,16.39,Volvo Parts,2025-05-20T13:44:42,2027-03-22T13:44:42,BATCH-0382,Cold Storage,Fair,2025-10-04T23:50:00.405267
INV75094,DEP2,ITEM2453,Spark Plugs,Engine Parts,154,41,451,398.85,Chevron Parts,2025-05-16T11:40:34,,BATCH-3952,Hazardous Storage,Good,2025-10-04T23:50:00.405348
INV42016,DEP2,ITEM8257,First Aid Kit,Accessories,148,33,242,339.58,BP Components,2025-06-07T21:35:54,,BATCH-0165,Warehouse B,Fair,2025-10-04T23:50:00.405415
INV32130,DEP3,ITEM5037,Inner Tube,Tires,246,44,356,273.56,Aftermarket Parts,2025-03-28T12:01:54,2026-07-10T12:01:54,BATCH-4215,Hazardous Storage,Good,2025-10-04T23:50:00.405479
INV31067,DEP5,ITEM4914,Tool Kit,Accessories,307,27,450,40.47,Aramco Parts,2025-03-11T22:48:53,,BATCH-9740,Warehouse B,Fair,2025-10-04T23:50:00.405539
INV65724,DEP4,ITEM2909,Floor Mats,Accessories,82,24,121,74.59,Aramco Parts,2025-02-14T10:47:04,2026-06-25T10:47:04,BATCH-3121,Warehouse A,Good,2025-10-04T23:50:00.405601
INV93398,DEP3,ITEM1648,Bulbs,Electrical,104,35,127,41.13,Local Supplier,2025-06-15T00:01:28,,BATCH-8342,Warehouse B,Good,2025-10-04T23:50:00.405677
INV65559,DEP1,ITEM3586,Bulbs,Electrical,291,13,481,498.08,Chevron Parts,2025-03-17T11:15:57,,BATCH-3412,Warehouse B,Fair,2025-10-04T23:50:00.405745
INV93075,DEP1,ITEM3790,Brake Fluid,Brake System,463,107,1599,65.7,OEM Supplier,2025-05-12T22:00:21,,BATCH-1959,Cold Storage,Good,2025-10-04T23:50:00.405823
INV63760,DEP4,ITEM2959,Tire 295/80R22.5,Tires,346,89,368,960.13,OEM Supplier,2025-05-02T19:56:40,,BATCH-1228,Warehouse A,Poor,2025-10-04T23:50:00.405885
INV75073,DEP6,ITEM8520,Alternator,Electrical,188,24,299,438.57,Volvo Parts,2025-02-22T07:09:08,,BATCH-3769,Warehouse A,Good,2025-10-04T23:50:00.405945
INV27213,DEP4,ITEM1044,Brake Calipers,Brake System,32,11,185,120.73,Mercedes Parts,2025-03-17T03:52:12,,BATCH-8954,Warehouse A,Good,2025-10-04T23:50:00.406008
INV22976,DEP1,ITEM6595,Fuel Filter,Engine Parts,334,27,386,272.1,MAN Parts,2025-01-08T13:24:53,2026-10-13T13:24:53,BATCH-9587,Hazardous Storage,Good,2025-10-04T23:50:00.406074
INV31502,DEP2,ITEM4868,Timing Belt,Engine Parts,43,12,114,160.59,Mercedes Parts,2025-05-08T14:49:11,2027-03-19T14:49:11,BATCH-9947,Warehouse B,Good,2025-10-04T23:50:00.406138
INV10462,DEP3,ITEM2219,Spark Plugs,Engine Parts,189,33,249,481.1,Local Supplier,2025-03-20T09:47:02,,BATCH-1594,Warehouse A,Good,2025-10-04T23:50:00.406198
INV62415,DEP2,ITEM9281,Engine Oil 15W-40,Engine Parts,1342,111,1356,34.78,Chevron Parts,2025-06-16T18:16:38,,BATCH-0363,Hazardous Storage,Good,2025-10-04T23:50:00.406258
INV56842,DEP2,ITEM4753,First Aid Kit,Accessories,162,35,198,232.79,Chevron Parts,2025-05-19T11:20:53,2028-04-05T11:20:53,BATCH-3629,Hazardous Storage,Good,2025-10-04T23:50:00.406338
INV57300,DEP2,ITEM7676,Brake Pads,Brake System,247,35,275,102.01,MAN Parts,2025-03-29T04:12:43,,BATCH-6864,Warehouse B,Fair,2025-10-04T23:50:00.406400
INV69417,DEP1,ITEM8385,Valve Stems,Tires,133,28,377,47.33,BP Components,2025-01-11T09:46:34,2027-03-11T09:46:34,BATCH-6822,Warehouse B,Good,2025-10-04T23:50:00.406464
INV79642,DEP6,ITEM4497,Tire 315/80R22.5,Tires,76,21,311,2094.81,Total Oil,2025-05-28T01:55:50,,BATCH-0885,Warehouse B,Poor,2025-10-04T23:50:00.406550
INV39051,DEP5,ITEM5226,Floor Mats,Accessories,87,22,132,347.35,Aramco Parts,2025-02-13T21:00:07,2026-09-30T21:00:07,BATCH-4281,Cold Storage,Poor,2025-10-04T23:50:00.406637
INV77962,DEP4,ITEM8629,Battery 12V,Electrical,110,40,257,565.18,Aramco Parts,2025-05-22T14:56:18,2027-06-07T14:56:18,BATCH-2462,Cold Storage,Poor,2025-10-04T23:50:00.406725
INV17825,DEP4,ITEM4667,Mirrors,Accessories,64,26,228,96.88,Mercedes Parts,2025-02-13T15:18:09,2026-10-31T15:18:09,BATCH-5540,Warehouse A,Good,2025-10-04T23:50:00.406807
INV42354,DEP4,ITEM7566,Transmission Fluid,Fluids,568,90,593,70.91,Total Oil,2025-04-20T06:23:22,,BATCH-6406,Warehouse A,Good,2025-10-04T23:50:00.406884
INV46661,DEP5,ITEM8129,Hydraulic Oil,Fluids,694,148,1660,39.84,Scania Parts,2025-05-02T01:11:54,2026-06-14T01:11:54,BATCH-1369,Cold Storage,Good,2025-10-04T23:50:00.407021
INV67316,DEP1,ITEM5453,Seat Covers,Accessories,55,38,404,209.0,Mercedes Parts,2025-05-13T17:03:28,,BATCH-4346,Hazardous Storage,Good,2025-10-04T23:50:00.407103
INV85669,DEP6,ITEM6997,Floor Mats,Accessories,149,42,204,44.33,Local Supplier,2025-05-16T03:56:26,,BATCH-4458,Hazardous Storage,Good,2025-10-04T23:50:00.407179
INV41501,DEP1,ITEM8462,Wiper Blades,Accessories,340,10,476,463.65,OEM Supplier,2025-06-05T03:44:54,2026-07-06T03:44:54,BATCH-2704,Warehouse A,Good,2025-10-04T23:50:00.407242
INV44430,DEP2,ITEM8501,Brake Fluid,Brake System,723,143,944,67.62,Aftermarket Parts,2025-06-07T14:35:45,,BATCH-0753,Hazardous Storage,Good,2025-10-04T23:50:00.407302
INV91628,DEP3,ITEM5188,Spark Plugs,Engine Parts,133,26,162,267.28,International Parts,2025-02-15T22:19:42,,BATCH-5536,Hazardous Storage,Poor,2025-10-04T23:50:00.407360
INV98394,DEP4,ITEM1672,Brake Calipers,Brake System,197,39,478,114.48,Iveco Parts,2025-04-17T14:16:03,2027-08-18T14:16:03,BATCH-6784,Hazardous Storage,Fair,2025-10-04T23:50:00.407425
INV96771,DEP5,ITEM4114,Inner Tube,Tires,104,12,297,268.07,Aftermarket Parts,2025-06-20T00:50:48,,BATCH-3832,Hazardous Storage,Good,2025-10-04T23:50:00.407485
INV81841,DEP5,ITEM6592,Brake Fluid,Brake System,397,193,649,59.81,Mercedes Parts,2025-02-19T18:41:46,,BATCH-0696,Cold Storage,Good,2025-10-04T23:50:00.407544
INV22312,DEP2,ITEM9147,Valve Stems,Tires,294,27,387,111.18,Local Supplier,2025-03-29T17:05:11,,BATCH-1057,Warehouse B,Poor,2025-10-04T23:50:00.407602
INV10162,DEP4,ITEM5505,Floor Mats,Accessories,440,21,461,425.11,Shell Lubricants,2025-05-07T23:25:34,,BATCH-9917,Warehouse A,Good,2025-10-04T23:50:00.407664
INV57128,DEP2,ITEM2598,Coolant,Fluids,151,35,404,213.45,OEM Supplier,2025-01-17T21:38:44,2026-11-13T21:38:44,BATCH-6082,Cold Storage,Good,2025-10-04T23:50:00.407726
INV24840,DEP6,ITEM7523,Hydraulic Oil,Fluids,553,174,824,17.97,BP Components,2025-04-19T07:07:46,,BATCH-9093,Warehouse B,Good,2025-10-04T23:50:00.407793
INV14710,DEP6,ITEM7294,Seat Covers,Accessories,43,15,111,48.79,BP Components,2025-05-19T23:16:24,2028-02-22T23:16:24,BATCH-9545,Hazardous Storage,Good,2025-10-04T23:50:00.407858
INV61555,DEP1,ITEM3388,Tire 295/80R22.5,Tires,346,28,588,1188.92,Chevron Parts,2025-06-21T02:56:15,2028-03-30T02:56:15,BATCH-5725,Hazardous Storage,Good,2025-10-04T23:50:00.407922
INV42537,DEP6,ITEM2438,Timing Belt,Engine Parts,180,41,325,488.09,Mercedes Parts,2025-05-09T00:44:54,2026-07-06T00:44:54,BATCH-5083,Warehouse B,Good,2025-10-04T23:50:00.407984
INV40239,DEP4,ITEM4367,Brake Lines,Brake System,112,45,135,465.34,Total Oil,2025-02-07T07:04:31,,BATCH-0242,Cold Storage,Poor,2025-10-04T23:50:00.408044
INV71733,DEP6,ITEM3141,Power Steering Fluid,Fluids,1196,158,1382,52.54,MAN Parts,2025-04-28T14:33:31,2027-10-27T14:33:31,BATCH-3114,Hazardous Storage,Poor,2025-10-04T23:50:00.408107
INV31967,DEP3,ITEM3278,Coolant,Fluids,423,41,431,290.03,Mercedes Parts,2025-06-02T20:18:19,2028-03-30T20:18:19,BATCH-5198,Cold Storage,Good,2025-10-04T23:50:00.408175
INV73579,DEP6,ITEM7616,Fuses,Electrical,167,27,270,177.27,Scania Parts,2025-02-25T13:03:43,,BATCH-9780,Warehouse A,Good,2025-10-04T23:50:00.408235
INV31077,DEP5,ITEM6598,Transmission Fluid,Fluids,172,93,541,39.12,Aftermarket Parts,2025-05-12T10:42:04,2027-07-20T10:42:04,BATCH-5196,Hazardous Storage,Good,2025-10-04T23:50:00.408296
INV90169,DEP5,ITEM7353,Transmission Fluid,Fluids,796,167,899,53.77,Mercedes Parts,2025-05-29T04:50:43,,BATCH-1421,Hazardous Storage,Good,2025-10-04T23:50:00.408355
INV48851,DEP2,ITEM2865,Engine Oil 15W-40,Engine Parts,953,138,1513,45.41,Local Supplier,2025-06-01T03:15:19,,BATCH-1022,Warehouse A,Good,2025-10-04T23:50:00.408416
INV51303,DEP4,ITEM7660,Power Steering Fluid,Fluids,333,87,972,25.03,BP Components,2025-04-07T03:22:34,,BATCH-0666,Warehouse A,Good,2025-10-04T23:50:00.408476
INV80719,DEP6,ITEM8562,Battery 12V,Electrical,127,40,246,408.88,BP Components,2025-05-21T17:56:48,,BATCH-8100,Warehouse A,Fair,2025-10-04T23:50:00.408535
INV17765,DEP3,ITEM1458,Timing Belt,Engine Parts,48,22,135,131.87,Total Oil,2025-02-23T09:27:11,2026-10-19T09:27:11,BATCH-9842,Warehouse B,Good,2025-10-04T23:50:00.408596
INV81993,DEP5,ITEM8265,Grease,Fluids,109,32,353,491.38,Local Supplier,2025-01-27T10:54:21,2027-12-14T10:54:21,BATCH-8427,Hazardous Storage,Good,2025-10-04T23:50:00.408681
INV18028,DEP2,ITEM6488,Brake Calipers,Brake System,55,27,173,345.36,OEM Supplier,2025-06-08T10:09:27,,BATCH-5392,Warehouse A,Good,2025-10-04T23:50:00.413852
INV94061,DEP5,ITEM6910,Timing Belt,Engine Parts,40,27,245,63.53,Scania Parts,2025-06-17T22:33:00,,BATCH-8123,Hazardous Storage,Fair,2025-10-04T23:50:00.414099
INV78247,DEP3,ITEM9259,Engine Oil 15W-40,Engine Parts,400,126,882,77.68,Volvo Parts,2025-03-13T19:02:51,2028-01-04T19:02:51,BATCH-2365,Warehouse B,Poor,2025-10-04T23:50:00.414884
INV56601,DEP2,ITEM8826,Alternator,Electrical,373,31,421,106.54,Shell Lubricants,2025-03-14T05:18:43,2026-09-11T05:18:43,BATCH-8685,Warehouse A,Good,2025-10-04T23:50:00.415061
INV57284,DEP4,ITEM3310,Wiring Harness,Electrical,85,17,129,411.14,Volvo Parts,2025-04-11T10:11:08,2026-07-17T10:11:08,BATCH-6095,Hazardous Storage,Good,2025-10-04T23:50:00.415206
INV10858,DEP2,ITEM3659,Brake Fluid,Brake System,947,61,1503,31.57,OEM Supplier,2025-05-03T03:54:56,2026-12-28T03:54:56,BATCH-7024,Cold Storage,Good,2025-10-04T23:50:00.415370
INV74404,DEP2,ITEM7312,Bulbs,Electrical,131,32,253,348.04,Local Supplier,2025-02-23T21:15:26,,BATCH-4488,Warehouse B,Good,2025-10-04T23:50:00.415553
INV12386,DEP5,ITEM1825,Fuses,Electrical,67,47,187,487.04,Local Supplier,2025-03-11T18:11:13,,BATCH-2104,Warehouse A,Good,2025-10-04T23:50:00.415728
INV56071,DEP1,ITEM7518,Alternator,Electrical,153,36,455,256.2,Local Supplier,2025-01-23T00:14:40,,BATCH-6619,Cold Storage,Fair,2025-10-04T23:50:00.415899
INV69186,DEP1,ITEM8001,Timing Belt,Engine Parts,192,21,263,439.35,Total Oil,2025-06-26T11:24:29,,BATCH-3835,Warehouse B,Good,2025-10-04T23:50:00.416037
INV80624,DEP6,ITEM6339,Spark Plugs,Engine Parts,292,19,321,208.01,Local Supplier,2025-05-31T09:44:07,2027-09-09T09:44:07,BATCH-7681,Hazardous Storage,Good,2025-10-04T23:50:00.416180
INV30179,DEP4,ITEM9733,Oil Filter,Engine Parts,596,92,987,30.51,Iveco Parts,2025-04-13T11:00:04,,BATCH-1853,Warehouse B,Poor,2025-10-04T23:50:00.416309
INV47880,DEP3,ITEM1900,Engine Oil 15W-40,Engine Parts,600,134,617,27.7,Scania Parts,2025-03-25T07:14:26,2027-05-05T07:14:26,BATCH-2890,Warehouse A,Good,2025-10-04T23:50:00.416437
INV71932,DEP4,ITEM6257,Power Steering Fluid,Fluids,538,190,1116,18.61,Aramco Parts,2025-01-30T14:03:44,2027-01-08T14:03:44,BATCH-7620,Warehouse A,Poor,2025-10-04T23:50:00.416566
INV21462,DEP2,ITEM8459,Tool Kit,Accessories,49,19,222,435.96,BP Components,2025-04-06T05:27:40,2027-08-06T05:27:40,BATCH-2201,Warehouse A,Good,2025-10-04T23:50:00.416718
INV38315,DEP4,ITEM1053,Starter Motor,Electrical,19,17,405,83.56,International Parts,2025-03-16T11:26:02,2028-01-07T11:26:02,BATCH-8608,Cold Storage,Good,2025-10-04T23:50:00.416943
INV65729,DEP3,ITEM3973,Brake Pads,Brake System,142,25,223,402.28,OEM Supplier,2025-01-25T15:39:13,2026-03-03T15:39:13,BATCH-3821,Warehouse A,Good,2025-10-04T23:50:00.417152
INV63683,DEP1,ITEM5843,Tire 385/65R22.5,Tires,307,68,700,2465.17,Scania Parts,2025-02-19T00:21:55,2027-02-23T00:21:55,BATCH-3250,Hazardous Storage,Fair,2025-10-04T23:50:00.417347
INV70636,DEP3,ITEM5528,Power Steering Fluid,Fluids,204,89,1349,37.16,International Parts,2025-05-03T10:05:33,2027-01-15T10:05:33,BATCH-6066,Warehouse B,Fair,2025-10-04T23:50:00.417514
INV97106,DEP5,ITEM3543,Tool Kit,Accessories,119,28,370,185.2,BP Components,2025-03-27T01:05:47,,BATCH-8175,Warehouse A,Good,2025-10-04T23:50:00.417679
INV68119,DEP3,ITEM2442,Tire 385/65R22.5,Tires,237,91,271,1256.98,MAN Parts,2025-03-13T01:08:18,,BATCH-6514,Warehouse B,Good,2025-10-04T23:50:00.417821
INV39718,DEP3,ITEM9985,Brake Lines,Brake System,66,46,237,375.84,Shell Lubricants,2025-03-13T18:33:16,2027-03-30T18:33:16,BATCH-6446,Warehouse B,Good,2025-10-04T23:50:00.417942
INV74155,DEP4,ITEM6561,Seat Covers,Accessories,70,21,115,32.44,MAN Parts,2025-05-02T15:04:22,,BATCH-6735,Warehouse A,Good,2025-10-04T23:50:00.418065
INV20988,DEP5,ITEM5841,Brake Fluid,Brake System,792,126,1334,45.06,Shell Lubricants,2025-05-31T17:53:38,,BATCH-5301,Warehouse A,Fair,2025-10-04T23:50:00.418168
INV97933,DEP3,ITEM7975,Floor Mats,Accessories,60,24,171,497.29,Shell Lubricants,2025-05-07T14:28:16,2026-06-15T14:28:16,BATCH-2225,Cold Storage,Good,2025-10-04T23:50:00.418242
INV42180,DEP4,ITEM1622,Brake Pads,Brake System,77,42,100,366.4,Iveco Parts,2025-01-09T07:46:22,,BATCH-3150,Warehouse B,Good,2025-10-04T23:50:00.418355
INV70420,DEP1,ITEM2720,Brake Calipers,Brake System,446,42,462,285.1,Volvo Parts,2025-02-12T08:26:44,,BATCH-1927,Warehouse A,Fair,2025-10-04T23:50:00.418456
INV99676,DEP1,ITEM1934,Starter Motor,Electrical,191,14,347,80.93,Iveco Parts,2025-01-27T14:04:31,,BATCH-9071,Warehouse A,Fair,2025-10-04T23:50:00.418533
INV59382,DEP3,ITEM4926,Tire 295/80R22.5,Tires,283,83,326,2350.28,Local Supplier,2025-01-30T16:07:29,,BATCH-5688,Warehouse A,Poor,2025-10-04T23:50:00.418606
INV21185,DEP3,ITEM4016,Bulbs,Electrical,270,22,462,156.87,Aftermarket Parts,2025-03-24T20:45:45,2028-02-14T20:45:45,BATCH-5579,Cold Storage,Good,2025-10-04T23:50:00.418680
INV20491,DEP2,ITEM9948,Coolant,Fluids,408,16,484,430.14,Volvo Parts,2025-04-11T15:39:26,2028-02-04T15:39:26,BATCH-8150,Warehouse A,Good,2025-10-04T23:50:00.418753
INV35089,DEP5,ITEM7925,Fuel Filter,Engine Parts,141,40,352,352.64,BP Components,2025-01-24T14:35:27,2027-12-27T14:35:27,BATCH-9568,Warehouse B,Good,2025-10-04T23:50:00.418826
INV38804,DEP3,ITEM3750,Tire 295/80R22.5,Tires,552,27,638,2080.02,Aftermarket Parts,2025-03-01T06:02:52,2027-10-15T06:02:52,BATCH-2840,Warehouse A,Good,2025-10-04T23:50:00.418896
INV36337,DEP6,ITEM8913,Brake Discs,Brake System,131,28,140,270.67,Scania Parts,2025-01-28T06:12:41,2026-12-03T06:12:41,BATCH-7545,Hazardous Storage,Good,2025-10-04T23:50:00.418967
INV35848,DEP5,ITEM3869,Brake Lines,Brake System,163,31,277,267.02,Volvo Parts,2025-04-15T15:19:10,,BATCH-3398,Warehouse B,Good,2025-10-04T23:50:00.419036
INV99973,DEP5,ITEM1232,Brake Calipers,Brake System,374,49,460,440.15,MAN Parts,2025-03-27T10:56:16,,BATCH-4274,Hazardous Storage,Poor,2025-10-04T23:50:00.419193
INV84227,DEP4,ITEM7866,Transmission Fluid,Fluids,129,122,631,37.62,Iveco Parts,2025-02-10T03:39:40,2027-10-24T03:39:40,BATCH-5028,Hazardous Storage,Poor,2025-10-04T23:50:00.419339
INV40208,DEP5,ITEM8709,Oil Filter,Engine Parts,533,82,1859,60.39,Aftermarket Parts,2025-02-11T05:17:05,2027-05-20T05:17:05,BATCH-7349,Hazardous Storage,Good,2025-10-04T23:50:00.419452
INV59011,DEP1,ITEM5161,Battery 12V,Electrical,117,41,244,658.67,International Parts,2025-03-18T15:44:26,2026-12-22T15:44:26,BATCH-5209,Hazardous Storage,Good,2025-10-04T23:50:00.419530
INV87676,DEP3,ITEM5404,First Aid Kit,Accessories,79,19,277,95.76,Total Oil,2025-02-16T17:30:05,2027-03-11T17:30:05,BATCH-8769,Warehouse A,Fair,2025-10-04T23:50:00.419602
INV26767,DEP4,ITEM6873,Tire 295/80R22.5,Tires,248,51,480,2498.83,Shell Lubricants,2025-06-18T00:29:16,2027-02-11T00:29:16,BATCH-3821,Warehouse A,Good,2025-10-04T23:50:00.419668
INV78406,DEP4,ITEM2307,Hydraulic Oil,Fluids,1428,81,1999,74.0,Volvo Parts,2025-03-28T11:15:38,2026-10-27T11:15:38,BATCH-0549,Warehouse B,Poor,2025-10-04T23:50:00.419731
